accession	tax_id	scientific_name	description	last_updated	base_count	first_public
AB033640	7244	Drosophila virilis	Drosophila virilis Adh mRNA for alcohol dehydrogenase, partial cds.	2006-07-17	711	1999-11-16
AB261133	157293	Drosophila hypocausta	Drosophila hypocausta Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	850	2007-11-03
AB261138	154130	Drosophila neonasuta	Drosophila neonasuta Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	856	2007-11-03
AB932653	198716	Drosophila deflecta	Drosophila deflecta Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	848	2014-10-26
AB932661	434062	Drosophila macrospina	Drosophila macrospina Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	847	2014-10-26
AB932671	55946	Drosophila recens	Drosophila recens Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	839	2014-10-26
AB932676	614641	Drosophila tenebrosa	Drosophila tenebrosa Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	849	2014-10-26
AF260690	7224	Drosophila hydei	Drosophila hydei alcohol dehydrogenase-related protein gene, partial cds.	2005-04-15	450	2000-09-20
KM016467	7240	Drosophila simulans	Drosophila simulans isolate KY35 alcohol dehydrogenase-related gene, intron.	2014-09-24	481	2014-09-24
X57365	7245	Drosophila yakuba	Drosophila yakuba (individual a) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
X57367	7245	Drosophila yakuba	Drosophila yakuba (individual c) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
AB932652	126591	Drosophila curvispina	Drosophila curvispina Adh gene for alcohol dehydrogenase, partial cds.	2015-01-14	845	2015-01-14
X57371	7245	Drosophila yakuba	Drosophila yakuba (individual g) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
U26845	40370	Drosophila montana	Drosophila montana alcohol dehydrogenase (Adh-2) gene, complete cds.	2005-04-17	957	1995-06-22
U95254	7260	Drosophila willistoni	Drosophila willistoni A57 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
U76484	7224	Drosophila hydei	Drosophila hydei alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	2000-03-04	251	1997-03-06
X57364	7240	Drosophila simulans	Drosophila simulans (individual f) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
X57366	7245	Drosophila yakuba	Drosophila yakuba (individual b) ADH gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
X57363	7240	Drosophila simulans	Drosophila simulans (individual e) Adh gene for alcohol dehydrogenase	2006-11-14	972	1991-07-17
X60791	7227	Drosophila melanogaster	D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase	2006-11-14	1925	1991-10-07
AF201442	7240	Drosophila simulans	Drosophila simulans isolate RU01 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	478	2000-07-03
AY095939	193351	Drosophila transversa	Drosophila transversa isolate tra1 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	435	2003-05-01
DQ471623	309936	Drosophila daruma	Drosophila daruma strain 151 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471645	381453	Drosophila beppui	Drosophila beppui strain 260 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
EU532124	46793	Drosophila paulistorum	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	588	2010-01-21
JX455219	7240	Drosophila simulans	Drosophila simulans isolate HW50 alcohol dehydrogenase (Adhr) gene, intron 1.	2014-01-02	481	2012-09-03
KX976501	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_Abidjan_12 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
M60987	7237	Drosophila pseudoobscura	Drosophila pseudoobscura (strain AH162) alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3466	1992-01-26
DQ471652	119604	Drosophila lacertosa	Drosophila lacertosa strain 240 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
U95263	7260	Drosophila willistoni	Drosophila willistoni Manaus III alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
AB154557	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh16.	2005-04-14	686	2004-04-01
AB154562	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh21.	2005-04-14	683	2004-04-01
AF201445	7240	Drosophila simulans	Drosophila simulans isolate MD111 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	465	2000-07-03
DQ471621	309936	Drosophila daruma	Drosophila daruma strain 137 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471638	381448	Drosophila angor	Drosophila angor strain 33 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
EU532121	46793	Drosophila paulistorum	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	558	2010-01-21
JF710264	40368	Drosophila borealis	Drosophila borealis strain W alcohol dehydrogenase (Adh) gene, complete cds.	2011-07-03	895	2011-07-03
KX976491	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_Montecafe_17_17 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976493	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_Cascade_18 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976495	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_Cascade_19 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
Z00030	7227	Drosophila melanogaster	D. melanogaster alcohol dehydrogenase structural gene and flanks (composite sequence)	2006-11-14	7423	1986-07-02
AB154548	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh07.	2005-04-14	686	2004-04-01
AB154549	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh08.	2005-04-14	686	2004-04-01
AB154558	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh17.	2005-04-14	683	2004-04-01
AF201435	7240	Drosophila simulans	Drosophila simulans isolate DSW alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	480	2000-07-03
AF201447	7240	Drosophila simulans	Drosophila simulans isolate MD199 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	480	2000-07-03
AF284476	7226	Drosophila mauritiana	Drosophila mauritiana strain 197 alcohol dehydrogenase (Adh) gene, partial cds.	2006-11-14	701	2000-11-02
DQ471618	309936	Drosophila daruma	Drosophila daruma strain 109 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471620	381452	Drosophila barutani	Drosophila barutani strain 53 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471639	381452	Drosophila barutani	Drosophila barutani strain 52 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471649	381466	Drosophila karakasa	Drosophila karakasa strain 249 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
EU532126	46793	Drosophila paulistorum	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	507	2010-01-21
KX384730	42026	Drosophila bipectinata	Drosophila bipectinata strain IND_DBP_U14 alcohol dehydrogenase (Adh) gene, partial cds.	2017-01-03	873	2017-01-03
KX976520	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_2_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
M60983	7237	Drosophila pseudoobscura	Drosophila pseudoobscura (strain AH122) alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3487	1992-01-26
M60997	7234	Drosophila persimilis	Drosophila persimilis (strain 178) alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3506	1992-01-24
U95252	7260	Drosophila willistoni	Drosophila willistoni 0811.4 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
U95269	46790	Drosophila equinoxialis	Drosophila equinoxialis Puerto Rico alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1167	1999-01-06
AY095946	126591	Drosophila curvispina	Drosophila curvispina isolate cur1 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	443	2003-05-01
AY095951	7283	Drosophila phalerata	Drosophila phalerata isolate pha1 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	430	2003-05-01
DQ471619	381449	Drosophila asper	Drosophila asper strain 152 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471640	311480	Drosophila medioconstricta	Drosophila medioconstricta strain 148 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
JX455210	7240	Drosophila simulans	Drosophila simulans isolate HW01 alcohol dehydrogenase (Adhr) gene, intron 1.	2014-01-02	480	2012-09-03
U95268	46790	Drosophila equinoxialis	Drosophila equinoxialis 0741.0 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1174	1999-01-06
AY335196	46840	Drosophila capricorni	Drosophila capricorni clone Dcap3 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	776	2003-12-31
DQ471612	381448	Drosophila angor	Drosophila angor strain A138 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
AY095940	42027	Drosophila kuntzei	Drosophila kuntzei isolate kun1 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	431	2003-05-01
AY335199	30047	Drosophila sturtevanti	Drosophila sturtevanti clone Dsturt1 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	792	2003-12-31
DQ471610	119604	Drosophila lacertosa	Drosophila lacertosa strain 170 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471616	381448	Drosophila angor	Drosophila angor strain 112 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
EU532122	46793	Drosophila paulistorum	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	573	2010-01-21
EU532123	46793	Drosophila paulistorum	Drosophila paulistorum from Honduras alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	588	2010-01-21
JX455211	7240	Drosophila simulans	Drosophila simulans isolate HW02 alcohol dehydrogenase (Adhr) gene, intron 1.	2014-01-02	480	2012-09-03
KX976505	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_Bosu_1235_14 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
U95274	46794	Drosophila tropicalis	Drosophila tropicalis 0801.0 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1162	1999-01-06
AB669852	111875	Drosophila jambulina	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: NHO115.	2014-01-02	830	2014-01-02
AF136658	95109	Drosophila americana americana	Drosophila americana americana G96.40X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136665	95109	Drosophila americana americana	Drosophila americana americana G96.06X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136674	95109	Drosophila americana americana	Drosophila americana americana G96.10X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136706	40372	Drosophila americana texana	Drosophila americana texana LP97.09 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF175217	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k30 allele, complete cds.	1999-12-21	951	1999-10-06
U64547	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS323 allele, complete cds.	2005-04-18	3471	1996-08-16
U64551	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS334 allele, complete cds.	2005-04-18	3473	1996-08-16
Y00602	7237	Drosophila pseudoobscura	D. pseudoobscura Adh gene for alcohol dehydrogenase (EC1.1.1.1)	2006-11-14	3535	1987-09-19
AF136672	95109	Drosophila americana americana	Drosophila americana americana G96.13X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136705	40372	Drosophila americana texana	Drosophila americana texana LP97.02 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF175211	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h12 allele, complete cds.	1999-12-21	951	1999-10-06
AF175212	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h13 allele, complete cds.	1999-12-21	951	1999-10-06
AF459756	195712	Drosophila phaeopleura	Drosophila phaeopleura alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
KY002643	7227	Drosophila melanogaster	UNVERIFIED: Drosophila melanogaster strain IND_DMEL_AMD10 alcohol dehydrogenase-like gene, complete sequence.	2017-10-13	708	2017-10-13
KY002644	7217	Drosophila ananassae	UNVERIFIED: Drosophila ananassae strain IND_DANA_KL18 alcohol dehydrogenase-like gene, partial sequence.	2017-10-13	740	2017-10-13
AB669840	67534	Drosophila triauraria	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KMJ1.	2014-01-02	842	2014-01-02
AB669853	60717	Drosophila punjabiensis	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: CJB212.	2014-01-02	836	2014-01-02
AB669868	74550	Drosophila lini	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: DHS501.	2014-01-02	843	2014-01-02
AB669881	137353	Drosophila baimaii	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: Y150.	2014-01-02	838	2014-01-02
AB669889	137077	Drosophila parvula	Drosophila parvula Adh gene for alcohol dehydrogenase, partial cds, strain: SHL17.	2014-01-02	864	2014-01-02
AB669891	359927	Drosophila pectinifera	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGS98m.	2014-01-02	841	2014-01-02
AF136670	95109	Drosophila americana americana	Drosophila americana americana G96.38X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136683	95109	Drosophila americana americana	Drosophila americana americana G96.41Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136687	95109	Drosophila americana americana	Drosophila americana americana G96.06Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136696	95109	Drosophila americana americana	Drosophila americana americana G96.30Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136708	40372	Drosophila americana texana	Drosophila americana texana LP97.04 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF175216	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k15 allele, complete cds.	1999-12-21	951	1999-10-06
AF201427	7238	Drosophila sechellia	Drosophila sechellia isolate type line alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	482	2000-07-03
AF459747	186284	Drosophila paralutea	Drosophila paralutea alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459784	42063	Drosophila ercepeae	Drosophila ercepeae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459785	30023	Drosophila elegans	Drosophila elegans alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459786	30025	Drosophila ficusphila	Drosophila ficusphila alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
KJ767240	7227	Drosophila melanogaster	Drosophila melanogaster strain Zimbabwe-109 alcohol dehydrogenase (Adh) gene, partial cds.	2014-10-29	872	2014-09-04
U64528	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS248 allele, complete cds.	2005-04-18	3488	1996-08-16
AB669883	112146	Drosophila bicornuta	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG2.	2014-01-02	838	2014-01-02
AF175220	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k82 allele, complete cds.	1999-12-21	951	1999-10-06
AF459746	7259	Drosophila tolteca	Drosophila tolteca alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459765	73917	Drosophila seguyi	Drosophila seguyi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
KY002645	7217	Drosophila ananassae	UNVERIFIED: Drosophila ananassae strain IND_DANA_AMD6 alcohol dehydrogenase-like gene, partial sequence.	2017-10-13	1301	2017-10-13
U64524	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS232 allele, complete cds.	2005-04-18	3498	1996-08-16
U64549	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS331 allele, complete cds.	2005-04-18	3470	1996-08-16
AF136686	95109	Drosophila americana americana	Drosophila americana americana G96.27Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
U64556	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS350 allele, complete cds.	2005-04-18	3471	1996-08-16
U64543	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS311 allele, complete cds.	2005-04-18	3458	1996-08-16
U64545	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.	2005-04-18	3474	1996-08-16
U64532	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.	2005-04-18	3392	1996-08-16
U64560	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.	2005-04-18	3467	1996-08-16
U64548	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.	2005-04-18	3498	1996-08-16
AB669890	359927	Drosophila pectinifera	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.	2014-01-02	841	2014-01-02
AB703322	7229	Drosophila miranda	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.	2012-03-18	405	2012-03-18
AF136675	95109	Drosophila americana americana	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AY364509	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase-2 (Adh2) gene, complete cds.	2005-04-16	880	2004-01-30
AY340305	40366	Drosophila americana	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
